EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3531;56;14031;0;0;8748860;6415830;932781;556408;194787;50876;28;25494300;0;0;4815;513371;74,9;27375
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3401;66;2909;0;0;9070460;6179620;962049;523598;203563;52693;29;5285650;0;0;4992;529478;78,3667;30190
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6875;67;1399;0;0;8031530;6483120;659908;529157;209013;46207;49;1319260;0;0;8517;699818;85,0833;44144
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;155;3;0;0;0;84726;81065;9545;6680;5252;523;1;0;0;0;162;18252;2,1;1149
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;490;3;26;0;0;1623720;947170;183003;78250;37090;9665;5;50258;0;0;840;94674;14,2667;3707
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1272;15;119;0;0;2883920;1568650;262386;129698;64582;17388;14;147798;0;0;2322;211267;28,1833;9640
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;814;8;130;0;0;1572350;834350;153934;67297;57817;13325;13;133250;0;0;1534;150184;23,2667;4482
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3675;855;1;0;0;0;0;0;1,48333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;80;0;0;0;0;148770;68400;14677;5939;5310;855;1;0;0;0;174;17167;2,08333;947
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;180;11;2487;0;0;175584;89280;16888;9046;7396;1488;3;1233550;0;0;354;34054;3,23333;2252
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;16837;447;94374;76;0;9688860;8351150;982750;770275;359412;66960;135;46809500;37696;0;19534;1981490;162,517;195950
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4517;253;7858;18;0;2075740;1621600;205372;145763;107010;17591;49;2821020;6462;0;5782;572131;47,5;59463
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18682;209;124977;151;0;28084300;24847100;2624800;2299180;696516;171570;129;166219000;200830;0;21116;1973580;278,75;202629
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;104;10;0;0;0;119298;35048;11361;2955;9122;1011;3;0;0;0;354;33715;4,31667;976
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;231;0;1;0;0;0;0;23763;0,333333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2493;249;3;0;0;0;0;0;2,23333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9219;457;38240;320;0;16146600;7983650;1840880;710974;470130;111714;129;33115800;277120;0;18645;2125810;225,3;91393
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2239;49;15431;0;0;5351250;4704140;599860;434238;117310;31515;15;32420500;0;0;2547;285515;45,4333;23329
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27658;698;289616;46;0;74442800;58109500;8354400;5519630;1367690;369776;176;608483000;96646;0;35432;3976430;531,417;263216
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3384;134;9303;50;0;2523450;1160710;244209;101501;132753;20923;61;3190930;17150;0;7357;712052;61,7333;32911
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;636;28;1;0;0;0;0;0;0,533333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;76;2;0;0;0;310728;110352;35491;9207;5287;1452;1;0;0;0;214;24443;2,05;641
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SULS;MALDONADO/PUNTA DEL ESTE, MALDONADO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;700;5;1;0;0;1698240;1063300;156305;95108;56186;13671;9;1519;0;0;1118;102903;22,0667;10115
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGV;GOVERNADOR VALADARES;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3477;56;2450;21;0;817152;778848;81540;68074;33464;11648;52;548800;4704;0;3648;364136;44,4;40771
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBHT;ALTAMIRA;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3766;62;3866;60;0;2317070;1762490;239718;151341;66102;13572;29;1809290;28080;0;4951;512252;27,2833;37098
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBHT;ALTAMIRA;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;86;0;0;0;0;155382;76798;16411;6098;5009;893;1;0;0;0;174;18378;1,9;379
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIH;ITAITUBA;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;811;0;217;0;0;438984;380359;39958;32344;13896;6097;13;101773;0;0;936;85205;17,9167;7934
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2593;23;306;0;0;2121170;1942160;173754;163234;85738;17976;24;229194;0;0;2832;231994;34,7;23171
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2831;45;2168;72;0;2288940;2120420;193132;179634;84838;19474;26;1623830;53928;0;3056;257869;36,6833;25354
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;108;0;1;0;0;216978;134676;17829;11195;5159;1247;1;1247;0;0;174;14298;2,01667;877
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3586;77;7358;3;0;4992990;4471740;480538;384449;106647;36163;29;9175430;3741;0;4004;385367;62,25;32000
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3938;41;875;0;0;4255740;3934060;360222;328466;111971;24975;25;874125;0;0;4260;360592;44,9667;32581
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2508;58;337;0;0;690300;564300;64668;46789;38712;5850;26;75825;0;0;3068;287467;18,1167;19569
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;452;156;1;0;0;0;0;0;0,633333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;121;3;90;0;0;21840;18876;3062;1637;1388;468;3;14040;0;0;140;19642;1,88333;1341
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7376;95;4649;33;0;1201510;1150660;119378;97956;57708;17160;110;725244;5148;0;7702;765595;79,0667;70431
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIP;SANTANA DO PARAÍSO;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;71;0;1;0;0;0;0;7374;0,25;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;699;0;0;56050;44650;5199;3700;2655;475;1;332025;0;0;118;10946;1,11667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1434;48;4172;24;0;3423890;2311610;308417;203024;117108;29016;18;6725260;38688;0;2124;191330;44,7333;14229
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;432;12;0;0;0;;;;;;;;;;;;;;3909
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1823;12;2548;51;0;1709620;1093680;187520;89790;48153;10185;21;1235780;24735;0;3525;386658;20,7333;9573
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJA;JAGUARUNA;SC;SUL;BRASIL;AMÉRICA DO SUL;SBJA;JAGUARUNA;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;71;0;1;0;0;0;0;6410;0,25;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJA;JAGUARUNA;SC;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1475;659;1;0;0;0;0;0;1,9;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJA;JAGUARUNA;SC;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1431;45;4746;23;0;1150610;943029;105466;83439;36493;16475;25;3127610;15157;0;1746;160058;47,4167;14562
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2389;51;5968;62;0;4905800;4539100;511886;393625;113110;32300;17;11339200;117800;0;2582;269418;49,1167;22031
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1;0;0;0;0;263730;2235;25215;167;9902;2235;1;0;0;0;118;11282;3,73333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;5780;2351;1;0;0;0;0;0;3,65;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1091;33;1420;5;0;2557890;2496760;262992;214649;45669;18808;8;3338420;11755;0;1088;111866;28,4;10044
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;73;0;0;165376;77368;11919;6522;6305;1216;8;11096;0;0;1088;78447;5,01667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJI;JI-PARANÁ;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;107;0;0;0;0;96288;87312;9233;7623;3641;816;1;0;0;0;118;11315;1,38333;1317
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJI;JI-PARANÁ;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2558;28;2157;1584;0;2407200;2087330;226791;181143;93893;20400;25;1760110;1292540;0;2950;277945;36,2667;27996
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;445;12;63;0;0;839025;754275;89467;62817;19223;5085;3;106785;0;0;495;52784;7,63333;3623
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3540;64;1314;0;0;6400320;6000300;642099;506783;188896;49155;29;2227230;0;0;3776;378829;75,4167;32183
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;477;5;81;0;0;1166250;894375;127358;75458;28799;7500;4;151875;0;0;622;67925;11,35;4389
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4492;159;9178;3;0;10574600;9850960;1096750;866652;202305;74562;34;20127400;6579;0;4822;500123;113,333;49119
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;93;7;0;0;0;7630;6322;784;532;365;109;1;0;0;0;70;7197;0,583333;921
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6362;183;3035;0;0;763872;693458;78699;59240;36948;10464;96;330815;0;0;7008;722582;52,6166;63732
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;493;0;10;0;0;1390850;1024950;151169;85109;31154;8316;4;20790;0;0;669;72714;11,9333;3953
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;3;43;0;0;18880;12800;2013;1072;1298;160;1;6880;0;0;118;12584;0,616667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;599;2;17;0;0;1493540;1302230;149199;109400;33844;8696;4;36958;0;0;687;68630;13;5381
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;522;3;0;0;0;1297860;1012680;138703;83083;29159;7760;4;0;0;0;669;71497;11,3167;3677
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;153;7;27;0;0;92276;59823;9081;5043;4648;782;2;10557;0;0;236;23228;2,13333;1399
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3879;64;9014;0;0;7908710;7552410;819165;667972;146538;58410;30;17550300;0;0;4062;420739;90,6667;43146
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;129;7;71;0;0;149940;63210;15623;5313;5986;1470;3;34790;0;0;306;31887;3,48333;1100
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2437;67;480;0;0;1483720;1256360;152264;106044;62036;12740;26;235200;0;0;3028;310764;28,3667;22285
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJV;JOINVILLE;SC;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1051;395;1;0;0;0;0;0;1,33333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBJV;JOINVILLE;SC;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6546;195;29801;80;0;3238210;2585670;308540;225897;123775;46215;117;11771400;31600;0;8198;781251;162,617;51280
