EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1381;30;587;0;0;5341360;3594740;577698;298129;112526;31236;12;1527960;0;0;2052;221938;42,75;10373
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3098;109;555;0;0;3140790;2345190;264707;195390;79772;18168;24;420135;0;0;4149;349697;32,9333;25221
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2647;93;3378;0;0;3272510;2003780;268058;164679;86272;18925;25;2557150;0;0;4323;354123;35,8833;15655
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4;0;0;0;0;99416;96492;9467;7236;2958;731;1;0;0;0;136;12951;1,93333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBSM;SANTA MARIA;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;465;4;71;0;0;462000;255750;37886;20991;15831;6600;12;39050;0;0;840;68892;20,8333;3230
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBUG;URUGUAIANA;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;418;5;4;0;0;722400;359480;51845;29658;21993;10320;12;3440;0;0;840;60292;28,2;3139
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17;0;0;0;0;204624;19992;18289;1522;6214;1176;1;0;0;0;174;15552;2,43333;20
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;976;3;0;0;0;1286800;1041390;123507;88095;28074;9603;9;0;0;0;1206;115755;16,8667;9367
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1069;549;1;0;0;0;0;0;1,4;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;6754;130;2994;24;0;3958290;3707950;389880;321618;121036;56547;103;1643710;13176;0;7210;710229;156,767;76367
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6054;74;3765;57;0;3381840;3303880;352996;286063;107586;50508;92;2066980;31293;0;6160;643043;139,05;66618
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;237;1;0;0;0;108920;106197;11136;9125;3849;1556;4;0;0;0;280;28633;5,05;2407
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6363;115;52188;0;0;8042880;7228370;780833;676732;291083;68160;60;59285600;0;0;7080;687379;116,283;66328
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;224;14;16;0;0;629862;416192;66887;35304;14389;3716;2;29728;0;0;339;36000;5,58333;2186
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4738;181;27385;72;0;10269200;8803200;1052590;794387;229427;66888;36;50881300;133776;0;5527;566530;101,967;44823
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;420;2;22;0;0;1101180;979860;91992;84467;36537;9332;4;51326;0;0;472;39432;13,7167;4684
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;8847;2390;1;0;0;0;0;0;3,36667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;16295;0;0;0;0;39420;38945;9676;2390;1;38945000;0;0;0;16494;3,61667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;167976;41;0;0;0;710956;401452;230121;59750;25;401463000;97990;0;0;297476;88,3833;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;427;0;1;0;0;0;0;18382;0,616667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;75;1;0;0;0;296072;163275;28969;13122;6099;2177;1;0;0;0;136;13307;3,88333;403
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;475;5;0;0;0;1267520;876375;135260;73478;28962;7380;4;0;0;0;687;73313;11,2833;4201
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;97;0;57;0;0;92276;37927;7936;3260;4301;782;2;22287;0;0;236;20298;1,88333;1007
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;8939;2330;1;0;0;0;0;0;3,45;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13131;459;91552;732;0;32857700;30595200;3544130;2842800;718604;186400;80;213316000;1705560;0;14102;1521100;277,883;143727
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;525;3;59;0;0;2201150;1682100;232561;141417;47828;12816;4;189036;0;0;687;72585;18,15;4704
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1268;627;1;0;0;0;0;0;1,68333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;315;11;2269;10;0;286539;197505;31486;17959;9645;1881;3;1422660;6270;0;457;50220;4,16667;2751
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17715;663;136896;140;0;13601500;11107300;1494230;1013270;423961;88407;141;85833800;87780;0;21693;2383240;180,883;150633
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;781;1;162;0;0;1852250;1697890;199185;144248;41450;10870;5;352188;0;0;852;91623;15,9833;7616
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;657;9;22;0;0;1899960;1465110;186903;121701;43202;11150;5;49060;0;0;852;83814;16,6;5278
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1598;27;2639;2;0;1290210;794206;125349;66850;57036;10934;22;1311580;994;0;2596;252232;25;12039
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;738;8;270;0;0;1725210;1463450;179992;124826;38678;9915;5;535410;0;0;870;90769;15,05;7330
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;384;2;1095;0;0;431408;350976;43181;28545;10073;2742;3;1000830;0;0;472;47245;4,76667;1338
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4953;1086;3;0;0;0;0;0;3,01667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;301;9;949;0;0;197652;108962;18886;9358;8566;1448;4;343538;0;0;546;52176;3,96667;2332
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;68;8;0;0;0;42716;24616;2368;2039;1924;362;1;0;0;0;118;6544;0,866667;533
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;163;5;0;0;0;117102;109699;12529;9188;3304;673;1;0;0;0;174;18617;1,4;1428
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;146;1;99;0;0;272658;228782;25540;19383;6492;1567;1;155133;0;0;174;16299;2,63333;1321
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;568;0;2;0;0;0;0;31178;0,883333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;;;;;;39766;0;4027;0;3002;337;1;0;0;0;118;11951;1,46667;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3408;398;1;0;0;0;0;0;1,65;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1225;37;407;0;0;768538;487550;78012;41100;36867;6368;16;161986;0;0;1931;196026;19,3;11003
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18965;416;14204;341;0;8362780;7548070;867020;633424;277709;62088;156;5653190;135718;0;21012;2178650;199,6;155134
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;163;4;49;0;0;195228;182886;19974;15043;5147;1122;1;54978;0;0;174;17803;2,1;1134
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;140;7;0;0;0;323466;260260;35642;21778;6377;1859;1;0;0;0;174;19173;2,46667;1215
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4831;56;4;0;0;0;0;0;2,7;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;10456;1440;4;0;0;0;0;0;4,68333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;123;10;72;0;0;84960;44280;8324;3615;5298;720;2;25920;0;0;236;23123;2,36667;747
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;103;3;0;0;0;84960;37080;8098;2809;5205;720;2;0;0;0;236;22499;2,28333;80
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;4139;836;2;0;0;0;0;0;1,9;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;54;1;0;0;0;49324;22572;4801;1822;2226;418;1;0;0;0;118;11487;1;310
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8717;211;18002;10;0;6554760;5639900;626602;481588;269920;54995;85;11647300;6470;0;10131;968542;111,533;72624
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4656;68;5076;0;0;4395500;3468720;376841;296342;167928;37250;50;3781620;0;0;5900;505855;68;43535
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;861;7;211;0;0;1885290;1058170;185062;86424;66576;15977;13;259319;0;0;1534;150585;26,1;5540
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;212;2;2;0;0;1284120;391140;99337;31905;27641;7380;4;3690;0;0;696;53842;10,6333;1392
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;278;1;0;0;0;311808;257984;23000;20775;8555;1856;2;0;0;0;336;24786;3,5;1538
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;5354;0;4;0;0;0;0;55046;2,55;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;340;2;5;0;0;1166250;637500;127833;52716;30018;7500;4;9375;0;0;622;68178;11,55;2611
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2223;742;1;0;0;0;0;0;1,46667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;142;6;0;0;0;258216;112042;28199;9223;6921;1484;2;0;0;0;348;38005;2,9;1053
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17042;480;116642;1316;0;15188000;12645200;1838520;1148620;489961;105364;142;86548400;976472;0;20469;2477890;211,217;153318
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;510;9;1;0;0;1136980;844050;124964;70092;26099;6620;4;1655;0;0;687;75508;10,1167;4102
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3089;78;13644;16;0;2556760;2196280;226401;193675;98559;21330;30;9700880;11376;0;3596;318444;40,4833;27102
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1010;3;118;0;0;2186860;1091810;191159;88813;55280;12972;12;127558;0;0;2023;176840;22,0167;6296
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2023;1;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;336;0;0;0;0;752376;363216;56693;29894;18294;4324;4;0;0;0;696;52447;7,25;2455
